iteration,pid,path_length,path_width,start_time,end_time,success,input_method,latency
1,3,500,35,1782829092994,1782829093316,False,mouse,0
1,3,500,35,1782829094719,1782829097320,True,mouse,0
1,3,1000,70,1782829098871,1782829102158,False,mouse,0
1,3,1000,70,1782829104067,1782829107022,True,mouse,0
1,3,800,90,1782829108138,1782829110156,True,mouse,0
1,3,800,70,1782829111703,1782829114160,True,mouse,0
1,3,1000,90,1782829115343,1782829117647,True,mouse,0
1,3,500,90,1782829119142,1782829119834,True,mouse,0
1,3,500,70,1782829121969,1782829123004,True,mouse,0
1,3,1000,35,1782829124444,1782829131599,True,mouse,0
1,3,800,35,1782829133638,1782829133879,False,mouse,0
1,3,800,35,1782829136311,1782829139756,True,mouse,0
2,3,800,90,1782829140916,1782829143292,True,mouse,0
2,3,1000,90,1782829145147,1782829145439,False,mouse,0
2,3,1000,90,1782829147161,1782829147593,False,mouse,0
2,3,1000,90,1782829149020,1782829152001,True,mouse,0
2,3,800,70,1782829153670,1782829156089,True,mouse,0
2,3,1000,35,1782829157841,1782829162142,True,mouse,0
2,3,500,35,1782829163910,1782829166592,True,mouse,0
2,3,500,70,1782829167850,1782829169341,True,mouse,0
2,3,1000,70,1782829170463,1782829172215,True,mouse,0
2,3,800,35,1782829173671,1782829177222,True,mouse,0
2,3,500,90,1782829178343,1782829179678,True,mouse,0
3,3,1000,35,1782829181174,1782829185864,True,mouse,0
3,3,1000,90,1782829187227,1782829189053,True,mouse,0
3,3,800,35,1782829190501,1782829194273,True,mouse,0
3,3,500,35,1782829195539,1782829197138,True,mouse,0
3,3,500,90,1782829198199,1782829198647,True,mouse,0
3,3,500,70,1782829199731,1782829201624,True,mouse,0
3,3,800,90,1782829203111,1782829203748,False,mouse,0
3,3,800,90,1782829205278,1782829206410,True,mouse,0
3,3,1000,70,1782829207677,1782829208223,False,mouse,0
3,3,1000,70,1782829209722,1782829211542,True,mouse,0
3,3,800,70,1782829213188,1782829215242,True,mouse,0
