iteration,pid,path_length,path_width,start_time,end_time,success,input_method,latency
1,1,500,70,1782829172864,1782829173500,True,touchpad,0
1,1,500,90,1782829174449,1782829174798,True,touchpad,0
1,1,1000,70,1782829176081,1782829176232,False,touchpad,0
1,1,1000,70,1782829178760,1782829180147,True,touchpad,0
1,1,500,35,1782829181964,1782829184164,True,touchpad,0
1,1,1000,35,1782829186282,1782829193380,True,touchpad,0
1,1,800,70,1782829194713,1782829195131,True,touchpad,0
1,1,1000,90,1782829196547,1782829197664,True,touchpad,0
1,1,800,90,1782829199197,1782829200497,True,touchpad,0
1,1,800,35,1782829202064,1782829205748,True,touchpad,0
2,1,500,35,1782829207331,1782829209464,True,touchpad,0
2,1,500,90,1782829210780,1782829211347,True,touchpad,0
2,1,800,90,1782829212348,1782829213547,True,touchpad,0
2,1,800,70,1782829214563,1782829216313,True,touchpad,0
2,1,1000,70,1782829217697,1782829219297,True,touchpad,0
2,1,1000,90,1782829220680,1782829222213,True,touchpad,0
2,1,1000,35,1782829223546,1782829227147,True,touchpad,0
2,1,800,35,1782829228980,1782829232114,True,touchpad,0
2,1,500,70,1782829233246,1782829233630,True,touchpad,0
3,1,800,35,1782829235063,1782829237229,True,touchpad,0
3,1,500,35,1782829239431,1782829240780,True,touchpad,0
3,1,1000,90,1782829242197,1782829243113,True,touchpad,0
3,1,1000,70,1782829244430,1782829246313,True,touchpad,0
3,1,800,90,1782829247880,1782829248646,True,touchpad,0
3,1,1000,35,1782829250463,1782829254012,True,touchpad,0
3,1,500,90,1782829255130,1782829255346,True,touchpad,0
3,1,500,70,1782829257263,1782829257847,True,touchpad,0
3,1,800,70,1782829259762,1782829261430,True,touchpad,0
