iteration,pid,path_length,path_width,start_time,end_time,success
1,1,300,50,1782564675.76789,1782564677.2339609,True
1,1,300,70,1782564679.934434,1782564680.983915,True
1,1,100,50,1782564683.4673018,1782564683.884317,True
1,1,200,50,1782564686.2337642,1782564686.983859,True
1,1,200,90,1782564689.050456,1782564689.600816,True
1,1,100,70,1782564691.6006882,1782564691.9503129,True
1,1,100,90,1782564693.8674262,1782564694.150645,True
1,1,200,70,1782564696.4171798,1782564697.0503669,True
1,1,300,90,1782564701.8668292,1782564703.2001889,True
2,1,300,70,1782564705.933855,1782564706.8172932,True
2,1,100,90,1782564710.466586,1782564710.7505338,True
2,1,100,70,1782564718.083839,1782564718.466796,True
2,1,200,50,1782564721.9833589,1782564722.733255,True
2,1,200,70,1782564725.416806,1782564726.03345,True
2,1,300,50,1782564728.450262,1782564729.766467,True
2,1,200,90,1782564732.5830579,1782564733.2000692,True
2,1,300,90,1782564736.016486,1782564736.849757,True
2,1,100,50,1782564739.400123,1782564739.7335281,True
