iteration,pid,num_targets,target_w,target_d,target_id,timestamp,input_method,latency
1,3,10,50,450,1,1782827402830,mouse,150
1,3,10,50,450,2,1782827404311,mouse,150
1,3,10,50,450,3,1782827405644,mouse,150
1,3,10,50,450,4,1782827406755,mouse,150
1,3,10,50,450,5,1782827408410,mouse,150
1,3,10,50,450,6,1782827409824,mouse,150
1,3,10,50,450,7,1782827411205,mouse,150
1,3,10,50,450,8,1782827412572,mouse,150
1,3,10,50,450,9,1782827414308,mouse,150
1,3,10,50,450,10,1782827416056,mouse,150
1,3,10,150,250,1,1782827416988,mouse,150
1,3,10,150,250,2,1782827418155,mouse,150
1,3,10,150,250,3,1782827419681,mouse,150
1,3,10,150,250,4,1782827420593,mouse,150
1,3,10,150,250,5,1782827421295,mouse,150
1,3,10,150,250,6,1782827422325,mouse,150
1,3,10,150,250,7,1782827423262,mouse,150
1,3,10,150,250,8,1782827424158,mouse,150
1,3,10,150,250,9,1782827425010,mouse,150
1,3,10,150,250,10,1782827425837,mouse,150
1,3,10,150,350,1,1782827426864,mouse,150
1,3,10,150,350,2,1782827427965,mouse,150
1,3,10,150,350,3,1782827428823,mouse,150
1,3,10,150,350,4,1782827429698,mouse,150
1,3,10,150,350,5,1782827430617,mouse,150
1,3,10,150,350,6,1782827431722,mouse,150
1,3,10,150,350,7,1782827432637,mouse,150
1,3,10,150,350,8,1782827433592,mouse,150
1,3,10,150,350,9,1782827434739,mouse,150
1,3,10,150,350,10,1782827435651,mouse,150
1,3,10,100,350,1,1782827436471,mouse,150
1,3,10,100,350,2,1782827437392,mouse,150
1,3,10,100,350,3,1782827438245,mouse,150
1,3,10,100,350,4,1782827439190,mouse,150
1,3,10,100,350,5,1782827440110,mouse,150
1,3,10,100,350,6,1782827441055,mouse,150
1,3,10,100,350,7,1782827441880,mouse,150
1,3,10,100,350,8,1782827443213,mouse,150
1,3,10,100,350,9,1782827444292,mouse,150
1,3,10,100,350,10,1782827445272,mouse,150
1,3,10,150,450,1,1782827446017,mouse,150
1,3,10,150,450,2,1782827446723,mouse,150
1,3,10,150,450,3,1782827447841,mouse,150
1,3,10,150,450,4,1782827448878,mouse,150
1,3,10,150,450,5,1782827449855,mouse,150
1,3,10,150,450,6,1782827450807,mouse,150
1,3,10,150,450,7,1782827451624,mouse,150
1,3,10,150,450,8,1782827452729,mouse,150
1,3,10,150,450,9,1782827453517,mouse,150
1,3,10,150,450,10,1782827454639,mouse,150
1,3,10,50,350,1,1782827456999,mouse,150
1,3,10,50,350,2,1782827458102,mouse,150
1,3,10,50,350,3,1782827459168,mouse,150
1,3,10,50,350,4,1782827460612,mouse,150
1,3,10,50,350,5,1782827461925,mouse,150
1,3,10,50,350,6,1782827464332,mouse,150
1,3,10,50,350,7,1782827465409,mouse,150
