iteration,pid,num_targets,target_w,target_d,target_id,timestamp
1,1,10,150,450,1,1782642346214
1,1,10,150,450,2,1782642348283
1,1,10,150,450,3,1782642351282
1,1,10,150,450,4,1782642353209
1,1,10,150,450,5,1782642355097
1,1,10,150,450,6,1782642356959
1,1,10,150,450,7,1782642358813
1,1,10,150,450,8,1782642360297
1,1,10,150,450,9,1782642362048
1,1,10,150,450,10,1782642363709
1,1,10,150,250,1,1782642365192
1,1,10,150,250,2,1782642366809
1,1,10,150,250,3,1782642368081
1,1,10,150,250,4,1782642369280
1,1,10,150,250,5,1782642370864
1,1,10,150,250,6,1782642372182
1,1,10,150,250,7,1782642373830
1,1,10,150,250,8,1782642375659
1,1,10,150,250,9,1782642377175
1,1,10,150,250,10,1782642378446
1,1,10,100,350,1,1782642379825
1,1,10,100,350,2,1782642381959
1,1,10,100,350,3,1782642383882
1,1,10,100,350,4,1782642385649
1,1,10,100,350,5,1782642387232
1,1,10,100,350,6,1782642388608
1,1,10,100,350,7,1782642390225
1,1,10,100,350,8,1782642391742
1,1,10,100,350,9,1782642393214
1,1,10,100,350,10,1782642394662
1,1,10,50,450,1,1782642396179
1,1,10,50,450,2,1782642397795
1,1,10,50,450,3,1782642399796
1,1,10,50,450,4,1782642401445
1,1,10,50,450,5,1782642403412
1,1,10,50,450,6,1782642405645
1,1,10,50,450,7,1782642407612
1,1,10,50,450,8,1782642411681
1,1,10,50,450,9,1782642413746
1,1,10,50,450,10,1782642415495
1,1,10,150,350,1,1782642416813
1,1,10,150,350,2,1782642418012
1,1,10,150,350,3,1782642419530
1,1,10,150,350,4,1782642420975
1,1,10,150,350,5,1782642422391
1,1,10,150,350,6,1782642423345
1,1,10,150,350,7,1782642425445
1,1,10,150,350,8,1782642426697
1,1,10,150,350,9,1782642428074
1,1,10,150,350,10,1782642429545
1,1,10,50,350,1,1782642432481
1,1,10,50,350,2,1782642434062
1,1,10,50,350,3,1782642435711
1,1,10,50,350,4,1782642437574
1,1,10,50,350,5,1782642439428
1,1,10,50,350,6,1782642440781
1,1,10,50,350,7,1782642442911
1,1,10,50,350,8,1782642445324
1,1,10,50,350,9,1782642447057
1,1,10,50,350,10,1782642448862
1,1,10,100,250,1,1782642451624
1,1,10,100,250,2,1782642453478
1,1,10,100,250,3,1782642454862
1,1,10,100,250,4,1782642456307
1,1,10,100,250,5,1782642459578
1,1,10,100,250,6,1782642461096
1,1,10,100,250,7,1782642462540
1,1,10,100,250,8,1782642463944
1,1,10,100,250,9,1782642465573
1,1,10,100,250,10,1782642467706
1,1,10,100,450,1,1782642469430
1,1,10,100,450,2,1782642471245
1,1,10,100,450,3,1782642473078
1,1,10,100,450,4,1782642474794
1,1,10,100,450,5,1782642476478
1,1,10,100,450,6,1782642478410
1,1,10,100,450,7,1782642480061
1,1,10,100,450,8,1782642481577
1,1,10,100,450,9,1782642483373
1,1,10,100,450,10,1782642485061
1,1,10,50,250,1,1782642486440
1,1,10,50,250,2,1782642487711
1,1,10,50,250,3,1782642489123
1,1,10,50,250,4,1782642490910
1,1,10,50,250,5,1782642492394
1,1,10,50,250,6,1782642494297
1,1,10,50,250,7,1782642498076
1,1,10,50,250,8,1782642500939
1,1,10,50,250,9,1782642502827
1,1,10,50,250,10,1782642504309
2,1,10,150,450,1,1782642508411
2,1,10,150,450,2,1782642510127
2,1,10,150,450,3,1782642511722
2,1,10,150,450,4,1782642513227
2,1,10,150,450,5,1782642516227
2,1,10,150,450,6,1782642518010
2,1,10,150,450,7,1782642519595
2,1,10,150,450,8,1782642522322
2,1,10,150,450,9,1782642523627
2,1,10,150,450,10,1782642525660
2,1,10,150,350,1,1782642526627
2,1,10,150,350,2,1782642527927
2,1,10,150,350,3,1782642529038
2,1,10,150,350,4,1782642530443
2,1,10,150,350,5,1782642531622
2,1,10,150,350,6,1782642532893
2,1,10,150,350,7,1782642535444
2,1,10,150,350,8,1782642536961
2,1,10,150,350,9,1782642538405
2,1,10,150,350,10,1782642539646
2,1,10,100,250,1,1782642542394
2,1,10,100,250,2,1782642543572
2,1,10,100,250,3,1782642544705
2,1,10,100,250,4,1782642546771
2,1,10,100,250,5,1782642548527
2,1,10,100,250,6,1782642549694
2,1,10,100,250,7,1782642551488
2,1,10,100,250,8,1782642553342
2,1,10,100,250,9,1782642557205
2,1,10,100,250,10,1782642558493
2,1,10,50,250,1,1782642559859
2,1,10,50,250,2,1782642561443
2,1,10,50,250,3,1782642562855
2,1,10,50,250,4,1782642565709
2,1,10,50,250,5,1782642567808
2,1,10,50,250,6,1782642569292
2,1,10,50,250,7,1782642571154
2,1,10,50,250,8,1782642572771
2,1,10,50,250,9,1782642574658
2,1,10,50,250,10,1782642576142
2,1,10,50,350,1,1782642577454
2,1,10,50,350,2,1782642579561
2,1,10,50,350,3,1782642581554
2,1,10,50,350,4,1782642583475
2,1,10,50,350,5,1782642585443
2,1,10,50,350,6,1782642587721
2,1,10,50,350,7,1782642591708
2,1,10,50,350,8,1782642594258
2,1,10,50,350,9,1782642596294
2,1,10,50,350,10,1782642598558
2,1,10,150,250,1,1782642600009
2,1,10,150,250,2,1782642601626
2,1,10,150,250,3,1782642602837
2,1,10,150,250,4,1782642604410
2,1,10,150,250,5,1782642605692
2,1,10,150,250,6,1782642607409
2,1,10,150,250,7,1782642608926
2,1,10,150,250,8,1782642610575
2,1,10,150,250,9,1782642612541
2,1,10,150,250,10,1782642613641
2,1,10,50,450,1,1782642619291
2,1,10,50,450,2,1782642621941
2,1,10,50,450,3,1782642624324
2,1,10,50,450,4,1782642629320
2,1,10,50,450,5,1782642631241
2,1,10,50,450,6,1782642633620
2,1,10,50,450,7,1782642635758
2,1,10,50,450,8,1782642637541
2,1,10,50,450,9,1782642639927
