iteration,pid,num_targets,target_w,target_d,target_id,timestamp,input_method,latency
1,2,10,50,450,1,1782830795467,mouse,0
1,2,10,50,450,2,1782830796144,mouse,0
1,2,10,50,450,3,1782830796746,mouse,0
1,2,10,50,450,4,1782830797527,mouse,0
1,2,10,50,450,5,1782830798103,mouse,0
1,2,10,50,450,6,1782830798728,mouse,0
1,2,10,50,450,7,1782830799215,mouse,0
1,2,10,50,450,8,1782830799827,mouse,0
1,2,10,50,450,9,1782830800470,mouse,0
1,2,10,50,450,10,1782830801074,mouse,0
1,2,10,100,450,1,1782830801537,mouse,0
1,2,10,100,450,2,1782830801996,mouse,0
1,2,10,100,450,3,1782830802493,mouse,0
1,2,10,100,450,4,1782830803012,mouse,0
1,2,10,100,450,5,1782830803426,mouse,0
1,2,10,100,450,6,1782830803951,mouse,0
1,2,10,100,450,7,1782830804562,mouse,0
1,2,10,100,450,8,1782830805077,mouse,0
1,2,10,100,450,9,1782830805650,mouse,0
1,2,10,100,450,10,1782830806082,mouse,0
1,2,10,100,250,1,1782830806961,mouse,0
1,2,10,100,250,2,1782830807383,mouse,0
1,2,10,100,250,3,1782830807741,mouse,0
1,2,10,100,250,4,1782830808132,mouse,0
1,2,10,100,250,5,1782830808460,mouse,0
1,2,10,100,250,6,1782830808801,mouse,0
1,2,10,100,250,7,1782830809093,mouse,0
1,2,10,100,250,8,1782830809474,mouse,0
1,2,10,100,250,9,1782830810769,mouse,0
1,2,10,100,250,10,1782830811200,mouse,0
1,2,10,150,250,1,1782830811726,mouse,0
1,2,10,150,250,2,1782830812093,mouse,0
1,2,10,150,250,3,1782830812548,mouse,0
1,2,10,150,250,4,1782830812881,mouse,0
1,2,10,150,250,5,1782830813165,mouse,0
1,2,10,150,250,6,1782830813460,mouse,0
1,2,10,150,250,7,1782830813759,mouse,0
1,2,10,150,250,8,1782830814052,mouse,0
1,2,10,150,250,9,1782830814335,mouse,0
1,2,10,150,250,10,1782830814607,mouse,0
1,2,10,150,350,1,1782830815069,mouse,0
1,2,10,150,350,2,1782830815472,mouse,0
1,2,10,150,350,3,1782830815692,mouse,0
1,2,10,150,350,4,1782830816028,mouse,0
1,2,10,150,350,5,1782830816478,mouse,0
1,2,10,150,350,6,1782830816950,mouse,0
1,2,10,150,350,7,1782830817380,mouse,0
1,2,10,150,350,8,1782830817664,mouse,0
1,2,10,150,350,9,1782830818011,mouse,0
1,2,10,150,350,10,1782830818340,mouse,0
1,2,10,50,350,1,1782830819005,mouse,0
1,2,10,50,350,2,1782830819494,mouse,0
1,2,10,50,350,3,1782830820039,mouse,0
1,2,10,50,350,4,1782830820558,mouse,0
1,2,10,50,350,5,1782830821206,mouse,0
1,2,10,50,350,6,1782830821833,mouse,0
1,2,10,50,350,7,1782830822337,mouse,0
1,2,10,50,350,8,1782830822932,mouse,0
1,2,10,50,350,9,1782830823432,mouse,0
1,2,10,50,350,10,1782830824003,mouse,0
1,2,10,150,450,1,1782830824385,mouse,0
1,2,10,150,450,2,1782830824835,mouse,0
1,2,10,150,450,3,1782830825141,mouse,0
1,2,10,150,450,4,1782830825543,mouse,0
1,2,10,150,450,5,1782830825846,mouse,0
1,2,10,150,450,6,1782830826226,mouse,0
1,2,10,150,450,7,1782830826749,mouse,0
1,2,10,150,450,8,1782830827189,mouse,0
1,2,10,150,450,9,1782830827935,mouse,0
1,2,10,150,450,10,1782830828478,mouse,0
1,2,10,100,350,1,1782830828904,mouse,0
1,2,10,100,350,2,1782830829431,mouse,0
1,2,10,100,350,3,1782830830459,mouse,0
1,2,10,100,350,4,1782830830936,mouse,0
1,2,10,100,350,5,1782830831379,mouse,0
1,2,10,100,350,6,1782830831825,mouse,0
1,2,10,100,350,7,1782830832226,mouse,0
1,2,10,100,350,8,1782830832669,mouse,0
1,2,10,100,350,9,1782830833114,mouse,0
1,2,10,100,350,10,1782830833699,mouse,0
1,2,10,50,250,1,1782830834426,mouse,0
1,2,10,50,250,2,1782830835018,mouse,0
1,2,10,50,250,3,1782830835484,mouse,0
1,2,10,50,250,4,1782830835921,mouse,0
1,2,10,50,250,5,1782830836440,mouse,0
1,2,10,50,250,6,1782830837014,mouse,0
1,2,10,50,250,7,1782830837647,mouse,0
1,2,10,50,250,8,1782830838226,mouse,0
1,2,10,50,250,9,1782830838757,mouse,0
1,2,10,50,250,10,1782830839216,mouse,0
2,2,10,150,450,1,1782830839657,mouse,0
2,2,10,150,450,2,1782830840326,mouse,0
2,2,10,150,450,3,1782830840909,mouse,0
2,2,10,150,450,4,1782830841489,mouse,0
2,2,10,150,450,5,1782830843201,mouse,0
2,2,10,150,450,6,1782830843767,mouse,0
2,2,10,150,450,7,1782830844122,mouse,0
2,2,10,150,450,8,1782830844669,mouse,0
2,2,10,150,450,9,1782830845047,mouse,0
2,2,10,150,450,10,1782830845698,mouse,0
2,2,10,50,250,1,1782830846190,mouse,0
2,2,10,50,250,2,1782830846580,mouse,0
2,2,10,50,250,3,1782830847127,mouse,0
2,2,10,50,250,4,1782830847656,mouse,0
2,2,10,50,250,5,1782830848067,mouse,0
2,2,10,50,250,6,1782830848753,mouse,0
2,2,10,50,250,7,1782830849241,mouse,0
2,2,10,50,250,8,1782830849796,mouse,0
2,2,10,50,250,9,1782830850599,mouse,0
2,2,10,50,250,10,1782830851055,mouse,0
2,2,10,100,450,1,1782830851526,mouse,0
2,2,10,100,450,2,1782830852010,mouse,0
2,2,10,100,450,3,1782830852499,mouse,0
2,2,10,100,450,4,1782830852927,mouse,0
2,2,10,100,450,5,1782830853325,mouse,0
2,2,10,100,450,6,1782830854223,mouse,0
2,2,10,100,450,7,1782830854637,mouse,0
2,2,10,100,450,8,1782830855392,mouse,0
2,2,10,100,450,9,1782830855916,mouse,0
2,2,10,100,450,10,1782830856447,mouse,0
2,2,10,100,250,1,1782830856941,mouse,0
2,2,10,100,250,2,1782830857498,mouse,0
2,2,10,100,250,3,1782830857814,mouse,0
2,2,10,100,250,4,1782830858157,mouse,0
2,2,10,100,250,5,1782830858686,mouse,0
2,2,10,100,250,6,1782830859113,mouse,0
2,2,10,100,250,7,1782830859696,mouse,0
2,2,10,100,250,8,1782830860132,mouse,0
2,2,10,100,250,9,1782830860626,mouse,0
2,2,10,100,250,10,1782830861091,mouse,0
2,2,10,150,250,1,1782830861907,mouse,0
2,2,10,150,250,2,1782830862241,mouse,0
2,2,10,150,250,3,1782830862590,mouse,0
2,2,10,150,250,4,1782830862856,mouse,0
2,2,10,150,250,5,1782830863131,mouse,0
2,2,10,150,250,6,1782830863416,mouse,0
2,2,10,150,250,7,1782830863664,mouse,0
2,2,10,150,250,8,1782830863952,mouse,0
2,2,10,150,250,9,1782830864241,mouse,0
2,2,10,150,250,10,1782830864488,mouse,0
2,2,10,50,450,1,1782830865279,mouse,0
2,2,10,50,450,2,1782830865844,mouse,0
2,2,10,50,450,3,1782830866449,mouse,0
2,2,10,50,450,4,1782830867110,mouse,0
2,2,10,50,450,5,1782830867782,mouse,0
2,2,10,50,450,6,1782830868407,mouse,0
2,2,10,50,450,7,1782830868882,mouse,0
2,2,10,50,450,8,1782830869503,mouse,0
2,2,10,50,450,9,1782830870111,mouse,0
2,2,10,50,450,10,1782830870679,mouse,0
2,2,10,50,350,1,1782830871624,mouse,0
2,2,10,50,350,2,1782830872206,mouse,0
2,2,10,50,350,3,1782830872789,mouse,0
2,2,10,50,350,4,1782830873409,mouse,0
2,2,10,50,350,5,1782830873981,mouse,0
2,2,10,50,350,6,1782830874635,mouse,0
2,2,10,50,350,7,1782830875189,mouse,0
2,2,10,50,350,8,1782830875748,mouse,0
2,2,10,50,350,9,1782830876301,mouse,0
2,2,10,50,350,10,1782830876776,mouse,0
2,2,10,150,350,1,1782830877269,mouse,0
2,2,10,150,350,2,1782830877696,mouse,0
2,2,10,150,350,3,1782830877933,mouse,0
2,2,10,150,350,4,1782830878252,mouse,0
2,2,10,150,350,5,1782830878481,mouse,0
2,2,10,150,350,6,1782830879089,mouse,0
2,2,10,150,350,7,1782830879337,mouse,0
2,2,10,150,350,8,1782830879647,mouse,0
2,2,10,150,350,9,1782830880357,mouse,0
2,2,10,150,350,10,1782830880588,mouse,0
2,2,10,100,350,1,1782830880915,mouse,0
2,2,10,100,350,2,1782830881320,mouse,0
2,2,10,100,350,3,1782830881596,mouse,0
2,2,10,100,350,4,1782830881909,mouse,0
2,2,10,100,350,5,1782830882245,mouse,0
2,2,10,100,350,6,1782830882632,mouse,0
2,2,10,100,350,7,1782830882923,mouse,0
2,2,10,100,350,8,1782830883233,mouse,0
2,2,10,100,350,9,1782830883551,mouse,0
2,2,10,100,350,10,1782830883859,mouse,0
3,2,10,150,450,1,1782830884202,mouse,0
3,2,10,150,450,2,1782830884531,mouse,0
3,2,10,150,450,3,1782830884801,mouse,0
