iteration,pid,num_targets,target_w,target_d,target_id,timestamp,input_method,latency
1,2,10,50,450,1,1782830583859,touchpad,0
1,2,10,50,450,2,1782830584908,touchpad,0
1,2,10,50,450,3,1782830585807,touchpad,0
1,2,10,50,450,4,1782830586742,touchpad,0
1,2,10,50,450,5,1782830587424,touchpad,0
1,2,10,50,450,6,1782830589274,touchpad,0
1,2,10,50,450,7,1782830590195,touchpad,0
1,2,10,50,450,8,1782830591124,touchpad,0
1,2,10,50,450,9,1782830591978,touchpad,0
1,2,10,50,450,10,1782830592858,touchpad,0
1,2,10,50,250,1,1782830593711,touchpad,0
1,2,10,50,250,2,1782830594525,touchpad,0
1,2,10,50,250,3,1782830595424,touchpad,0
1,2,10,50,250,4,1782830596310,touchpad,0
1,2,10,50,250,5,1782830597175,touchpad,0
1,2,10,50,250,6,1782830597895,touchpad,0
1,2,10,50,250,7,1782830598574,touchpad,0
1,2,10,50,250,8,1782830599559,touchpad,0
1,2,10,50,250,9,1782830600441,touchpad,0
1,2,10,50,250,10,1782830601162,touchpad,0
1,2,10,100,250,1,1782830601924,touchpad,0
1,2,10,100,250,2,1782830602477,touchpad,0
1,2,10,100,250,3,1782830603065,touchpad,0
1,2,10,100,250,4,1782830603641,touchpad,0
1,2,10,100,250,5,1782830604309,touchpad,0
1,2,10,100,250,6,1782830604846,touchpad,0
1,2,10,100,250,7,1782830605375,touchpad,0
1,2,10,100,250,8,1782830605895,touchpad,0
1,2,10,100,250,9,1782830606558,touchpad,0
1,2,10,100,250,10,1782830607142,touchpad,0
1,2,10,100,350,1,1782830607913,touchpad,0
1,2,10,100,350,2,1782830609378,touchpad,0
1,2,10,100,350,3,1782830610091,touchpad,0
1,2,10,100,350,4,1782830611044,touchpad,0
1,2,10,100,350,5,1782830611775,touchpad,0
1,2,10,100,350,6,1782830612358,touchpad,0
1,2,10,100,350,7,1782830613012,touchpad,0
1,2,10,100,350,8,1782830613641,touchpad,0
1,2,10,100,350,9,1782830614295,touchpad,0
1,2,10,100,350,10,1782830614891,touchpad,0
1,2,10,50,350,1,1782830615711,touchpad,0
