iteration,pid,num_targets,target_w,target_d,target_id,timestamp,input_method,latency
1,3,10,150,250,1,1782827190602,mouse,0
1,3,10,150,250,2,1782827191289,mouse,0
1,3,10,150,250,3,1782827191779,mouse,0
1,3,10,150,250,4,1782827192242,mouse,0
1,3,10,150,250,5,1782827193133,mouse,0
1,3,10,150,250,6,1782827193937,mouse,0
1,3,10,150,250,7,1782827195368,mouse,0
1,3,10,150,250,8,1782827196011,mouse,0
1,3,10,150,250,9,1782827196679,mouse,0
1,3,10,150,250,10,1782827197334,mouse,0
1,3,10,150,350,1,1782827197944,mouse,0
1,3,10,150,350,2,1782827198607,mouse,0
1,3,10,150,350,3,1782827199170,mouse,0
1,3,10,150,350,4,1782827199989,mouse,0
1,3,10,150,350,5,1782827200737,mouse,0
1,3,10,150,350,6,1782827201338,mouse,0
1,3,10,150,350,7,1782827202214,mouse,0
1,3,10,150,350,8,1782827202764,mouse,0
1,3,10,150,350,9,1782827203399,mouse,0
1,3,10,150,350,10,1782827204033,mouse,0
1,3,10,150,450,1,1782827204630,mouse,0
1,3,10,150,450,2,1782827205148,mouse,0
1,3,10,150,450,3,1782827205976,mouse,0
1,3,10,150,450,4,1782827206678,mouse,0
1,3,10,150,450,5,1782827207202,mouse,0
1,3,10,150,450,6,1782827207790,mouse,0
1,3,10,150,450,7,1782827208312,mouse,0
1,3,10,150,450,8,1782827209033,mouse,0
1,3,10,150,450,9,1782827209559,mouse,0
1,3,10,150,450,10,1782827210238,mouse,0
1,3,10,50,350,1,1782827211429,mouse,0
1,3,10,50,350,2,1782827212759,mouse,0
1,3,10,50,350,3,1782827213524,mouse,0
1,3,10,50,350,4,1782827214508,mouse,0
1,3,10,50,350,5,1782827215400,mouse,0
1,3,10,50,350,6,1782827216189,mouse,0
1,3,10,50,350,7,1782827217097,mouse,0
1,3,10,50,350,8,1782827217806,mouse,0
1,3,10,50,350,9,1782827218500,mouse,0
1,3,10,50,350,10,1782827219301,mouse,0
1,3,10,100,250,1,1782827220163,mouse,0
1,3,10,100,250,2,1782827220906,mouse,0
1,3,10,100,250,3,1782827221402,mouse,0
1,3,10,100,250,4,1782827221934,mouse,0
1,3,10,100,250,5,1782827222482,mouse,0
1,3,10,100,250,6,1782827223110,mouse,0
1,3,10,100,250,7,1782827223727,mouse,0
1,3,10,100,250,8,1782827224248,mouse,0
