iteration,pid,num_targets,target_w,target_d,target_id,timestamp
1,1,10,100,350,1,1782641062020
1,1,10,100,350,2,1782641062703
1,1,10,100,350,3,1782641063303
1,1,10,100,350,4,1782641063875
1,1,10,100,350,5,1782641064437
1,1,10,100,350,6,1782641065170
1,1,10,100,350,7,1782641065687
1,1,10,100,350,8,1782641066237
1,1,10,100,350,9,1782641066736
1,1,10,100,350,10,1782641067270
1,1,10,50,450,1,1782641067991
1,1,10,50,450,2,1782641068853
1,1,10,50,450,3,1782641069636
1,1,10,50,450,4,1782641070337
1,1,10,50,450,5,1782641071087
1,1,10,50,450,6,1782641071936
1,1,10,50,450,7,1782641072570
1,1,10,50,450,8,1782641073403
1,1,10,50,450,9,1782641074020
1,1,10,50,450,10,1782641074787
1,1,10,50,250,1,1782641075486
1,1,10,50,250,2,1782641076187
1,1,10,50,250,3,1782641076836
1,1,10,50,250,4,1782641077420
1,1,10,50,250,5,1782641077986
1,1,10,50,250,6,1782641078520
1,1,10,50,250,7,1782641079503
1,1,10,50,250,8,1782641080253
1,1,10,50,250,9,1782641080936
1,1,10,50,250,10,1782641081574
1,1,10,50,350,1,1782641082220
1,1,10,50,350,2,1782641083070
1,1,10,50,350,3,1782641083687
1,1,10,50,350,4,1782641084353
1,1,10,50,350,5,1782641085236
1,1,10,50,350,6,1782641085953
1,1,10,50,350,7,1782641086886
1,1,10,50,350,8,1782641087686
1,1,10,50,350,9,1782641088508
1,1,10,50,350,10,1782641089820
1,1,10,100,250,1,1782641090426
1,1,10,100,250,2,1782641091169
1,1,10,100,250,3,1782641091786
1,1,10,100,250,4,1782641092275
1,1,10,100,250,5,1782641092809
1,1,10,100,250,6,1782641093291
1,1,10,100,250,7,1782641093702
1,1,10,100,250,8,1782641094219
1,1,10,100,250,9,1782641094706
1,1,10,100,250,10,1782641095169
1,1,10,150,250,1,1782641095786
1,1,10,150,250,2,1782641096236
1,1,10,150,250,3,1782641097219
1,1,10,150,250,4,1782641097785
1,1,10,150,250,5,1782641098285
1,1,10,150,250,6,1782641098753
1,1,10,150,250,7,1782641099186
1,1,10,150,250,8,1782641099619
1,1,10,150,250,9,1782641100058
1,1,10,150,250,10,1782641100502
1,1,10,150,450,1,1782641101085
1,1,10,150,450,2,1782641101536
1,1,10,150,450,3,1782641102336
1,1,10,150,450,4,1782641102903
1,1,10,150,450,5,1782641103352
1,1,10,150,450,6,1782641103786
1,1,10,150,450,7,1782641104636
1,1,10,150,450,8,1782641105135
1,1,10,150,450,9,1782641105635
1,1,10,150,450,10,1782641106235
1,1,10,100,450,1,1782641106752
1,1,10,100,450,2,1782641107335
1,1,10,100,450,3,1782641107890
1,1,10,100,450,4,1782641108389
1,1,10,100,450,5,1782641109019
1,1,10,100,450,6,1782641109819
1,1,10,100,450,7,1782641110539
1,1,10,100,450,8,1782641111140
1,1,10,100,450,9,1782641112018
1,1,10,100,450,10,1782641112618
1,1,10,150,350,1,1782641113169
1,1,10,150,350,2,1782641113868
1,1,10,150,350,3,1782641114535
1,1,10,150,350,4,1782641115119
1,1,10,150,350,5,1782641115635
1,1,10,150,350,6,1782641116102
1,1,10,150,350,7,1782641117285
1,1,10,150,350,8,1782641117968
1,1,10,150,350,9,1782641118502
1,1,10,150,350,10,1782641119002
2,1,10,50,350,1,1782641119702
2,1,10,50,350,2,1782641120385
2,1,10,50,350,3,1782641121035
2,1,10,50,350,4,1782641121668
2,1,10,50,350,5,1782641122418
