iteration,pid,path_length,path_width,start_time,end_time,success
1,1,200,90,1782641868.6186419,1782641868.739727,False
1,1,200,90,1782641869.5853598,1782641869.902057,True
1,1,200,70,1782641871.901828,1782641872.084827,True
1,1,200,50,1782641872.9688609,1782641873.168662,True
1,1,300,50,1782641874.218925,1782641874.3187132,False
1,1,300,50,1782641876.001268,1782641876.8178492,True
1,1,300,70,1782641878.234869,1782641878.734842,True
1,1,100,70,1782641879.635013,1782641879.851666,True
1,1,300,90,1782641881.2181308,1782641881.418037,False
1,1,300,90,1782641882.7852118,1782641883.034955,False
1,1,300,90,1782641884.251393,1782641884.351969,False
1,1,300,90,1782641885.751265,1782641886.101432,True
1,1,100,50,1782641887.168322,1782641887.384203,True
1,1,100,90,1782641888.2521112,1782641888.317646,True
2,1,200,90,1782641889.334389,1782641889.518228,True
2,1,100,90,1782641890.402092,1782641890.452724,True
2,1,100,50,1782641891.634651,1782641891.967842,True
2,1,200,70,1782641893.085174,1782641893.5008261,True
2,1,300,70,1782641894.8513129,1782641895.6847591,True
2,1,200,50,1782641896.834644,1782641897.651073,True
2,1,300,50,1782641898.767603,1782641899.434443,True
2,1,100,70,1782641900.335018,1782641900.434597,True
2,1,300,90,1782641901.668524,1782641902.067793,True
