iteration,pid,num_targets,target_w,target_d,target_id,timestamp
1,3,10,150,450,1,1782639924896
1,3,10,150,450,2,1782639925650
1,3,10,150,450,3,1782639926301
1,3,10,150,450,4,1782639926996
1,3,10,150,450,5,1782639927612
1,3,10,150,450,6,1782639928383
1,3,10,150,450,7,1782639929202
1,3,10,150,450,8,1782639930284
1,3,10,150,450,9,1782639931179
1,3,10,150,450,10,1782639931816
1,3,10,100,250,1,1782639933168
1,3,10,100,250,2,1782639933869
1,3,10,100,250,3,1782639934350
1,3,10,100,250,4,1782639934917
1,3,10,100,250,5,1782639935479
1,3,10,100,250,6,1782639936050
1,3,10,100,250,7,1782639936896
1,3,10,100,250,8,1782639937517
1,3,10,100,250,9,1782639938067
1,3,10,100,250,10,1782639938883
1,3,10,100,450,1,1782639939516
1,3,10,100,450,2,1782639940099
1,3,10,100,450,3,1782639940749
1,3,10,100,450,4,1782639941445
1,3,10,100,450,5,1782639942183
1,3,10,100,450,6,1782639943016
1,3,10,100,450,7,1782639943729
1,3,10,100,450,8,1782639944333
1,3,10,100,450,9,1782639945012
1,3,10,100,450,10,1782639945562
1,3,10,50,350,1,1782639946279
1,3,10,50,350,2,1782639947000
1,3,10,50,350,3,1782639947878
1,3,10,50,350,4,1782639948600
1,3,10,50,350,5,1782639949533
1,3,10,50,350,6,1782639950100
1,3,10,50,350,7,1782639950766
1,3,10,50,350,8,1782639951600
1,3,10,50,350,9,1782639952417
1,3,10,50,350,10,1782639953250
1,3,10,150,250,1,1782639953879
1,3,10,150,250,2,1782639954532
1,3,10,150,250,3,1782639954962
1,3,10,150,250,4,1782639955416
1,3,10,150,250,5,1782639955882
1,3,10,150,250,6,1782639956382
1,3,10,150,250,7,1782639956816
1,3,10,150,250,8,1782639957316
1,3,10,150,250,9,1782639957999
1,3,10,150,250,10,1782639958478
1,3,10,100,350,1,1782639958999
1,3,10,100,350,2,1782639959495
1,3,10,100,350,3,1782639960334
1,3,10,100,350,4,1782639960900
1,3,10,100,350,5,1782639961832
1,3,10,100,350,6,1782639962698
1,3,10,100,350,7,1782639963295
1,3,10,100,350,8,1782639964146
1,3,10,100,350,9,1782639964732
1,3,10,100,350,10,1782639965315
1,3,10,50,450,1,1782639967861
1,3,10,50,450,2,1782639968862
1,3,10,50,450,3,1782639969518
1,3,10,50,450,4,1782639970532
1,3,10,50,450,5,1782639971333
1,3,10,50,450,6,1782639972282
1,3,10,50,450,7,1782639973200
1,3,10,50,450,8,1782639974212
1,3,10,50,450,9,1782639975416
1,3,10,50,450,10,1782639976361
1,3,10,50,250,1,1782639977133
1,3,10,50,250,2,1782639978349
1,3,10,50,250,3,1782639979028
1,3,10,50,250,4,1782639979767
1,3,10,50,250,5,1782639980432
1,3,10,50,250,6,1782639981015
1,3,10,50,250,7,1782639981845
1,3,10,50,250,8,1782639982678
1,3,10,50,250,9,1782639983232
1,3,10,50,250,10,1782639984094
1,3,10,150,350,1,1782639984912
1,3,10,150,350,2,1782639985548
1,3,10,150,350,3,1782639986034
1,3,10,150,350,4,1782639986528
1,3,10,150,350,5,1782639987045
1,3,10,150,350,6,1782639987549
1,3,10,150,350,7,1782639987935
1,3,10,150,350,8,1782639988378
1,3,10,150,350,9,1782639988961
1,3,10,150,350,10,1782639989394
2,3,10,50,350,1,1782639990082
2,3,10,50,350,2,1782639990778
2,3,10,50,350,3,1782639992095
2,3,10,50,350,4,1782639992615
2,3,10,50,350,5,1782639993515
2,3,10,50,350,6,1782639994461
2,3,10,50,350,7,1782639995294
2,3,10,50,350,8,1782639996361
2,3,10,50,350,9,1782639997132
2,3,10,50,350,10,1782639998094
2,3,10,100,350,1,1782639998632
2,3,10,100,350,2,1782639999127
2,3,10,100,350,3,1782639999633
2,3,10,100,350,4,1782640000150
2,3,10,100,350,5,1782640000894
2,3,10,100,350,6,1782640001578
2,3,10,100,350,7,1782640002311
2,3,10,100,350,8,1782640003111
2,3,10,100,350,9,1782640003748
2,3,10,100,350,10,1782640004381
2,3,10,150,350,1,1782640004831
2,3,10,150,350,2,1782640005261
2,3,10,150,350,3,1782640005694
